제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
성공적인 교직 수행을 위한 필수 교직실무,30차시,2023-12-27,5,학교에서 필요한 업무 능력 향상...,"학교에서 교육과 행정이 입술과 치아와 같은데, 이번 연수를 통해 교직 실무를 조금 더 알게 되었습니다.",자기계발,"75,000원",전체대상,1
디지털 드로잉으로 학급경영하기,30차시,2024-01-18,5,좋은 연수,박세리님의 인생이야기를듣고 연수를 들으니 더 집중이 되었습니다. 학부모와 아이들로 인한 스트레스와 업무상자신의 에너지를 소모하는 일이 많은데 멘탈강화에 도움이 되었습니다. ,학급경영,"75,000원",전체대상,1
뜻밖의 일상 행복화실,30차시,2023-12-16,5,뜻박의 일상 행복화실,"천천히 그림을 완성해나가는 과정이 행복하고  뿌듯함이 무언지 알 수 있었습니다.  마음하나로 그림 그리기 도전의 첫걸음, 탁월한 선택이었습니다. 뜻밖의 일상 행복화실 강의제목 그 자체입니다. 소질 NO ^^",자기계발,"75,000원",전체대상,1
"파워포인트를 활용한 교사의 SMART 직무비법 with 한글, 엑셀",30차시,2024-01-22,5,아이들의 내면이 단단해지는 격려 수업,아이들과 함께  생활하면서 마음을 만져 줄 수 있는 스킬을 주는 귀한 연수입니다. ,ICT,"75,000원",전체대상,1
"세계의 명화, 위대한 화가들의 놀라운 미술 이야기",60차시,2024-05-19,5,힐링되는 알찬 연수,"연수의 퀄리티가 너무 좋습니다. 강사진이 정말 좋네요. 말의 속도나 발음, 내용, 연수시간 모두 적당하고 지루하지 않게 설명해주시는 것도 좋습니다. 연수내용 정말 알차고, 듣는 내내 여행가서 작품들 보고싶다는 생각이 들었어요. 교재도 컬러라 책을 펼쳐보는 재미가 있었습니다. 원격연수 들어본 중에 최고입니다!!! 개설된지 얼마 안된 강좌라 후기가 많지 않아 선택에 약간의 고민이 있었는데, 그런 고민이 무색할 정도로 만족스러웠습니다. 좋은 연수 만들어주셔서 감사합니다^^",자기계발,"140,000원",전체대상,1
"학습격차, 차이를 넘어 함께 성장하기",15차시,2024-03-06,5,좋은 강의였어요 고마워요.,좋은 강의였어요 고마워요.,학습지도,"40,000원",유초등,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-12,5,"생각을 꺼내는 교육, 이제는 IB시대",새로운 시대를 살아갈 수 있는 역량을 학생들에게 길러줄 수 있는 패러다임 전환에 대한 연구와 실행의 현 주소를 알게 되어 좋았습니다. 제가 하는 학생들과의 활동에서 집어넣는 교육이 아닌 꺼내는 교육이 되도록 숙고하게 된 것 같습니다.,학습지도,"50,000원",전체대상,1
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",30차시,2024-01-22,5,엑셀,엑셀이 조금 더 친근해졌습니다. 감사합니다.,ICT,"75,000원",전체대상,1
학급 관리부터 업무까지 한 방에! 교사를 위한 노션 활용법,15차시,2024-06-10,4,시간을 두고 차근차근 집중해서 수강하기 ,"섣불리 도전했다가 무척 힘들게 수강 했습니다._x000D_
강의를 들으면서  실습을 함께 하려니 강의 속도를 따라잡기기 어려웠습니다._x000D_
시간을 충분히 가지고 수강 기간 동안 시간을 잘 안배하여  집중 실습하시기를 권장합니다.",ICT,"50,000원",전체대상,0
"[컬러테라피] 감성을 그리는 시간, 수채화로 떠나는 컬러링 여행",15차시,2023-12-21,5,좋아요,너무 좋았어요~ 바쁠 때는 인쇄만 해서 사용해도 좋았습니다.,자기계발,"40,000원",전체대상,1
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",30차시,2023-12-28,4,유용합니다.,업무에서 잘 쓸 수 있을 거 같아요. 강사분 마우스 클릭 소리가 조금 거슬려요.,ICT,"75,000원",전체대상,0
흔들리지 않는 교실을 위한 단호한 학급운영,30차시,2024-02-28,5,학급운영에 관한 많은 고민에 되었습니다.,"새학기에 불안한 마음이 많이 드는 신규 교사에게 큰 도움이 되는 연수였습니다!!_x000D_
특히 교실 속 문제 상황을 어떻게 해결하면 좋을지 고민이 많았는데 문제 상황에 대한 마음가짐과 실제적인 해결 방법들을 알 수 있어 좋았스빈다.",학급경영,"85,000원",유초등,1
여행과 문화로 배우는 맛있는 스쿨 - 일본어 편,15차시,2024-01-17,5,일본 여행을 앞두고 급하게 신청!,일본 여행을 앞두고 그동안 잊었던 일본어 실력을 검증하기 위해 급하게 신청했다. 생각했던 것보다 강사님의 강의가 귀에 쏙쏙 들어왔다. 아하! 맞아 그거였지! 강의를 듣고 일본 여행을 가게 되서 왠지 마음이 든든했다!  차근차근 설명을 잘해주시는 강사님의 강의가 참 인상적이었다. ,어학,"40,000원",전체대상,1
"학습부진, 기초튼튼! 실력쑥쑥!",15차시,2024-02-17,5,IB 전문가가 직접 해주시는 강의!,"IB에 대한 철학적인 사고 체계를 잡아주시는 강의가 돋보였다. IB와 관련된 다양한 주제 가령, 왜 IB를 도입하려고 하는지, IB가 우리 교육 현실에 가능한 것인지, IB를 도입하려고 시도했던 일본의 사례는 어떠했는지 등등을 이론적으로 연결지어 설명해내는 IB 전문가 이혜정 교수님의 혜안이 돋보였다.  본 강의를 들으며  IB 프로그램을 이수하는 학생들이 유의미한 경험을 하게 된다면, 교사는 학생이 경험하는 희열의 몇 배를 경험하게 될 것이라는 생각이 들었다. 교수님의 강의 내용을 바탕으로 교수학습을 설계하며 교사로서의 기쁨을 한껏 누리는 나의 교직 생활이 되기를 희망한다. ",학습지도,"35,000원",전체대상,1
"감정, 나를 성장시키는 힘",2차시,2024-01-10,2,일반적인 내용,"tv 프로그램에 나오시고, 신간 서적을 내셔서 실시간 연수에 참여해보았는데,  현대인의 마음의 병과 비교에서 나오는 불행 등 전반적인 내용이었고, 초중등 현장 선생님의 고뇌를 거친 이야기보다 크게 와닿는 내용이 없었습니다...",자기계발,접속불가,접속불가,0
학급 관리부터 업무까지 한 방에! 교사를 위한 노션 활용법,15차시,2024-05-02,3,초보자에게는 비추,노션을 처음 접하는 경우에는 비추입니다. 따라가는게 너무 힘들었어요. 차근차근 하나씩 실습을 할 수 있는 연수를 다시 들어야해요. 저는 별로 도움이 되지 않았어요.,ICT,"50,000원",전체대상,0
"정서조절이 필요한 아이들, 사회정서학습으로 변하다.",30차시,2024-01-22,4,좋습니다 ,만족합니다 ,생활지도,"75,000원",전체대상,0
"공간의 재발견, 정리의 힘",15차시,2024-05-20,3,정리의 요령,정리가 잘 안되는 집안 구석구석을 바르게 정리하는 방법을 알려줌.,자기계발,"40,000원",전체대상,0
직업탐구 - 별일입니다,30차시,2023-12-14,5,나도 잘 모르는 직업들에 대해 알 수 있었던 강의,아이들에게 다양한 직업을 소개해주고 싶은데 저부터도 옛날의 직업만 알고 있어서 시야를 넓히고 싶어서 신청했던 강의입니다. 실제로 들어보니 인터뷰도 그 분야의 권위자분들과 해서 질도 높고 직업의 종류도 60가지나 되어서 질과 양이 모두 훌륭한 강의였습니다.,학습지도,"75,000",전체대상,1
야나두 미국에서 한 달 살기- 현지 토크 편,15차시,2023-12-14,5,한국에서 듣는 미국살이 영어^^,"_x000D_
먼저 관련 연수와 같은 앱을 사용하여 수업을 듣고 있었는데 아이스크림 연수원을 통해 직무연수로 만날 수 있어서 좋아요. 실질적으로 일상에서 사용할 수 있는 실생활 영어 수업을 들을 수 있어서 좋았어요. 미국에서 일상적으로 사용하는 것 중 주제를 선택해서 수업을 들을 수 있습니다.",어학,"40,000원",전체대상,1
MBTI로 가화만사성! 성격유형으로 보는 부부&자녀 대화법,5차시,2023-12-14,5,MBTI 엄청 유행이네요.,MBTI에 대해 잘 알게 되었습니다. ,자기계발,"15,000원",전체대상,1
성인도 말문이 터지는 엄마표 영어의 모든 것,15차시,2024-02-15,5,MBTI 나도 한 마디 할 수 있게 되었네요~~^^,"트렌드를 좇지 못하고 뒤쳐지는 기분이었는데, 이번 연수를 통하여 MBTI를 이해하고 한마디 끼어들 수 있게 되어 감사합니다.  ",자기계발,"40,000원",전체대상,1
"상식+, 영어로 스마트하게 말하기",30차시,2024-04-22,4,상식+영어로 스마트하게 말하기,"속는셈치고 교재까지 구입해서 잘 들었습니다_x000D_
원민영어로 알아가는 과정 어렵지도 않고 재미있게  끝냈어요_x000D_
중간에 영상이 끊기는것 ㅠㅠ_x000D_
시험을 봤는데 오류로 한번 더 봤습니다 ㅎㅎ_x000D_
시험문제_x000D_
How com you're home so early?_x000D_
4번째로 올 문장은? home이라고 했는데 답은 are_x000D_
시험 하나 더 받는다고 특별한건 없지만 이해 안되는 부분 입니다_x000D_
미드에 나오는 대사및 상식에 대한것도 구성은 괜찮았습니다_x000D_
반복학습 으로 꾸준히 해야 영어실력이 늘것 같습니다_x000D_
동료교사에게 추천하고 싶은 강의입니다._x000D_
_x000D_
",어학,"75,000원",전체대상,0
이제 제대로 놀아보자! 쏭쌤의 신체 활용 인성 놀이,30차시,2024-06-04,4,인성놀이 후기,인성놀이에 대해 구체적으로 알 수 있어 좋았습니다.,교과지도,"75,000원",유초등,0
"함께 만드는 어울림, 다문화교육",30차시,2024-03-25,5,후기,연수 내용도 쉽고 재밌었습니다.^^,생활지도,"65,000원",전체대상,1
"초등과학 개념과 탐구, 한 번에 끝내기",30차시,2024-05-16,5,과학 교과 지도에 두려움이 없어지는 연수,"초등 과학이지만 임용고시를 준비했을 때부터 과학이라는 교과는 제게 늘 큰 두려움을 안겨줬습니다. 평소에 과학과 친하지 않다보니 원리를 이해하고 그 원리를 쉽게 설명하는 것, 또 그 원리를 이해할 수 있도록 실험을 설계하고 실행하는 것 등 어느 하나 자신 있는게 없었습니다. 그러던 와중 '초등과학 개념과 탐구, 한 번에 끝내기' 연수를 우연히 발견하게 되어 듣게 되었습니다. 지도해야 할 내용들이 다 세심하게 들어있고 과학 교과 지도에 대한 꿀팁들이 많이 담겨 있어 지도에 큰 도움을 얻게 된 유익한 연수였습니다. 저처럼 과학 교과 지도에 자신이 없는 선생님들께 추천합니다^^",교과지도,"75,000원",유초등,1
"소통하는 학교, 참여하는 수업을 위한 교사의 퍼실리테이션 역량키우기",30차시,2024-01-16,4,생각보다는,내용에서 실제 활용할 수 있는 부분이 약했던 것 같음.,학습지도,"75,000원",전체대상,0
최민준&김택수의 위대한 녀석들,15차시,2023-12-14,5,알 수 없는 그 녀석들을 이해하는 데 도움이 된 강의,"중학교에서 마주하는 남자아이들의 심리를 훨씬 더 잘 이해하고, 어떻게 지도를 해야 하는지 힌트를 얻을 수 있어 유익했습니다",생활지도,"40,000원",유초등,1
"가장 쉬운 수업도구, 패들렛과 띵커벨",15차시,2023-12-23,5,수업을 풍성하게 해줄 도구,"패들렛과 띵커벨은 코로나19 상황에서 가장 유용하게 쓰였던 온라인 도구였습니다. 가장 기본적인 기능만 익히고 그 상태에서 다른 기능은 전혀 사용하지 못하고 왔는데 _x000D_
패들렛, 띵커벨 기능을 다양하게 사용할 수 있는 연수를 듣고 수업이 더 풍요로워졌습니다. 감사합니다. ",ICT,"40,000원",전체대상,1
"어서 와! 미국은 처음이지, 미국에서 만나는 우리가 몰랐던 미국 이야기",15차시,2024-05-08,5,아이들과 함께 하니 더욱 흥미진진,"저만 알기 아까운 부분들과 영상이 매우 유익해서 아침자습 시간 종종 활용해보니 정말 유익했습니다. 저도 성장하고, 아이들도 흥미로운 시간이 되어 정말 좋았습니다. ",자기계발,"50,000원",전체대상,1
소설 파친코와 썬킴의 한국근현대사,15차시,2024-05-10,5,너무너무 재미있는 연수,"정말 너무 재미있었어요. 이런 연수 또 듣고 싶습니다._x000D_
역사 스토리텔러.. _x000D_
너무 재미있지만 자꾸 까먹는게 문제이지만.._x000D_
이 연수 들으면 소설 파친코까지 더 재밌게 볼 수 있습니다.",교과지도,"50,000원",전체대상,1
"오늘의 일상을 특별하게, 오일파스텔",15차시,2024-04-29,5,힐링되는 연수,시간 여유될 때 취미로 좋은 주제로 연수 잘 받았습니다. ,자기계발,"40,000원",전체대상,1
아이들의 내면이 단단해지는 격려수업,15차시,2024-02-25,5,격려 수업~~,마음이 따뜻해지는 연수 였습니다. 학기초나 학기말에 이 연수에 나오는 것들을 활용한다면 좋겠다는 생각이 들었습니다. 학생들 뿐만 아니라 어른들도 내 자신을 돌아보는 계기가 될 것 같네요...감사합니다.,생활지도,"50,000원",전체대상,1
법정의무교육 한 번에 이수하기,15차시,2023-12-19,5,쉽고 빠르게 법적의무연수 다 들었어요.,"해마다 들어야 할 연수도 너무 많은데, 한번에 해결되어 좋았어요. 내년에도 또 듣고 싶습니다.",생활지도,"40,000원",전체대상,1
학급 관리부터 업무까지 한 방에! 교사를 위한 노션 활용법,15차시,2024-04-29,4,좋아요,학급에서 활용할 수 있어서 좋아요,ICT,"50,000원",전체대상,0
큰별쌤 최태성의 별★별한국사,30차시,2024-02-13,5,재미있고 유익한 연수 감사드립니다.,학생들 역사를 가르치며 궁금했던 내용들까지 알 수 있었습니다. 감사합니다.^^,교과지도,"75,000원",전체대상,1
지금 바로! 칼림바,15차시,2024-02-05,5,연수 잘 들었습니다,칼림바 연수 재미있었어요-,교과지도,"50,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-04-22,5,같은 듯 다른 아이들,일반 학생에 비해 도움을 주어야한 하는 아이들로 알고 있었는데 같은 조건에서 최대한 같은 생활을 할 수 있도록 지지해야 할 필요성을 알게 되었습니다.,생활지도,"75,000원",전체대상,1
교사를 위한 15가지 마음 공부,15차시,2023-12-18,4,나와 관계를 이해하는데 도움이 되는 연수,인간 보편적인 심리와 인간 관계에서 오는 여러 현상들을 이해하게 되어서 자신과 관계를 조명하는데 많은 도움이 되었습니다.,생활지도,"50,000원",전체대상,0
"기초학력의 첫걸음, 한글교육",15차시,2024-01-16,5,1학년 입학 초기 교육에 유용합니다.,"입학초기 교육때 매우 잘 활용했습니다._x000D_
선생님의 강의를 들으니 대단한 내공이 느껴졌습니다. ",학습지도,"40,000원",유초등,1
알면 편한 심리학 with 유미의 세포들,30차시,2024-05-09,5,감정수업 하지현,좋은 관계 형성에 도움을 주는 하지현의 감정수업  참 좋은 강의였습니다.,자기계발,"75,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-01-17,5,통합교육하는 아이들을 이해하는 좋은 시간^^,"현재 나의 교실에 통합교육을 하는 학생이 있어 더욱 관심있게 듣게 된 연수입니다. 아이를 좀 더 이해할 수 있고 어떻게 다가가며, 학급 학생들과 어울리게 할 수 있을 지 더 많이 고민해보고 아이디어와 기본 마인드를 새롭게 하는 시간이었습니다. ",생활지도,"75,000원",전체대상,1
수업이 막막할 땐 성공 보장 수업 스킬,30차시,2024-02-10,5,인성교육에 강추합니다. ,인성교육에 강추합니다. ,학습지도,"85,000원",유초등,1
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",15차시,2024-05-20,5,AI가 대세인데,"조금이라도 이해해보려고 들었는데 어렵긴하네요._x000D_
그래도 뒤쳐지지 않으려면 익혀야 하는 것 같습니다.",ICT,"50,000원",전체대상,1
"공감의 통합교육, 너도 우리반이야!",30차시,2024-05-18,5,"공감의 통합교육, 너도 우리반이야",통합반이 처음이라 어떻게 해야될지 걱정되었는데 이번 연수를 통해 많은 도움이 되었습니다. 감사합니다.,생활지도,"65,000원",전체대상,1
"함께 만드는 어울림, 다문화교육",30차시,2024-03-09,5,"균형적인 시각의 다문화 강의, 실제 수업 사례를 보여주는 유익한 강의","언어를 권력으로 보는 기존의 비판적 다문화에 대한 관점을 지양하고, 균형적인 시각으로 다문화교육을 다루고 있는 강의라는 점에서 감사한 마음을 가지게 됩니다. 세 분의 강사 선생님이 교육적 관점에서 다문화교육을 설명하고 계시는데, 꼭 필요한 내용을 선별하여 추상적이지 않고 실제로 교육의 현장을 상상하며 들을 수 있게 자세히 설명하여 주십니다. 중간중간 강사님들의 어린 시절 경험, 혹은 교육 경험을 사례로 들어주시는 것도 강의 내용의 구체성을 더하는데 한 몫 합니다. _x000D_
사실 이론은 방향만 잘 잡으면 강의안을 만드는 것이 어렵지 않을 것 같은데, 이 연수의 경우 절반 이상이 다문화 학생을 대상으로 실제 수업 장면을 보여주고 있어서 다문화 교육을 해야 하는 교사에게 실제적인 도움이 됩니다. 통합 학급에서의 수업과 다문화 학생만을 위한 별도의 수업을 보여주고 있는 점도 매우 유익합니다. _x000D_
다만, 중도입국 학생에는 중국 출생 탈북민 자녀의 경우도 포함되는 바, 그러한 학생에 대한 강의 내용이 거의 없었던 것이 아쉬웠습니다. 어느 강의에서인지 살짝 언급하셨던 기억이 있는데, 중국 출생 탈북민 자녀에 대해 좀 더 심도있게 다룰 수 있도록 내용을 보충하여 주시면 좋을 것 같습니다. _x000D_
추신: 2강 맨 마지막 학습 정리에 강의 시작에 나오는 학습문제 안내가 다시 나옵니다. 학습 정리로 수정하여 주시기를 부탁드립니다.",생활지도,"65,000원",전체대상,1
"마음을 이어주는 마법, 타로 이야기",30차시,2024-05-27,5,유익한 연수 였어요.,"평소 타로에 대해 관심이 있어 연수를 신청하게 되었습니다._x000D_
강사님 설명이 무척 상세하고 자세해서 많은 도움이 되었습니다._x000D_
타로에 대해 실제 어떻게 카드를 뽑아서 운영하는지에 대한_x000D_
상세한 연수도 있었으면 좋겠습니다._x000D_
연수 잘 들었습니다~",자기계발,"75,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-19,5,Ib 필요성,"우리나라 교육과정의 패러다임 변화가 필요하다고 생각하게됨._x000D_
",학습지도,"50,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-04-15,5,구글 활용,구글의 다양한 활용법에 대해 알 수 있습니다.,ICT,"40,000원",전체대상,1
학급 관리부터 업무까지 한 방에! 교사를 위한 노션 활용법,15차시,2024-05-12,2,노션 연수 비추 ,"초보자를 위해 개념부터 차근차근 설명해주는 강의가 아니라 예시를 중심으로 빠르게 진행되는 연수여서 15시간임에도 불구하고 초반에 따라가기가 너무 힘들었다. 반복학습으로 인해 뒤로 갈수록 적응되기는 했지만 주변에 추천하기는 어렵다. _x000D_
_x000D_
요즘은 유튜브 등에서도 노션을 쉽고 친절하게 설명해주는 영상을 찾아보기 쉬운데, 차라리 그렇게 자습하는 게 나을 것 같다. _x000D_
_x000D_
강의 영상을 올리기 전에 감수를 아예 안 하는 건지 맞춤법 틀린 문장이 그냥 나오고, 학생들 상벌점을 공개적으로 노출해야 학급 경영에 효과가 있다는 식으로 설명하고 문제에도 나와서 당황스러웠다. _x000D_
_x000D_
전체적으로 학급경영 및 자기계발 용도로 쉽게 접근할 수 있을 거란 기대에는 부족한 연수였다. ",ICT,"50,000원",전체대상,0
HOLA! 스페인어 첫걸음 - 기초완성,15차시,2023-12-22,5,스페인어 여행 전 기초회화 배우기,스페인 여행 전 스페인어 기초 자모음와 기초회화 배우기에 좋아요,어학,"40,000원",전체대상,1
"Made at Home, 나만의 작은 홈카페 & 홈베이킹",15차시,2024-01-22,5,유익해요!,홈카페 뿐만 아니라 아이들과도 함께 활동해볼 수 있는 내용으로 포인트로 잘 듣고 잘 배울 수 있었습니다!! ,자기계발,"40,000원",전체대상,1
교실에서 바로 적용하는 스마트기기 활용 수업,15차시,2024-05-05,5,도움이 되는 연수,교실에서 스마트 기기를 활용하는데 도움이 되었습니다.,학습지도,"50,000원",유초등,1
소중한 아이들을 위한 행복한 성교육,30차시,2023-12-17,5,소중한 아이들을 위한 행복한 성교육,필요한 내용이었다고 생각하지만 너무 지루하고 강사님이  대본을 그대로  읽고 생동감이 없었다고 생각합니다. 옷도 좀 갖춰 입고 나왔으면 합니다. 성의 없게 보였어요.,생활지도,"75,000원",전체대상,1
뜻밖의 일상 행복화실,30차시,2024-04-21,5,그림 그리기지도에 자신감을 갖게하는 연수,그림 그리기에 자신감과 흥미가 떨어지는 아이에 대한 적절한 이해와 지도법으로 많은 도움이 되었습니다.,자기계발,"75,000원",전체대상,1
"민화, 복을 담아 그리는 우리 그림",15차시,2024-01-22,4,강의는 유익하나 교구가 미흡,"강의는  차근차근 설명해주시며 도안 난이도에 따라 진행되서 좋았으나_x000D_
실제로 온 교구만으로는 따라할 수가 없었습니다. 아쉽네요",자기계발,"50,000원",전체대상,0
큰별쌤 최태성의 별★별한국사,30차시,2024-04-15,5,큰별쌤 최태성의 별별 한국사 ,"_x000D_
한국사에 대해 알찬 연수 준비해주셔서 감사합니다. ",교과지도,"75,000원",전체대상,1
큰별쌤 최태성의 별★별한국사,30차시,2024-02-21,5,역시 최태성 선생님이십니다.,역시 최태성 선생님의 수업은 넘버원입니다. 큰별샘의 수업 덕분에 한국사 심화 1급 무난히 성공했습니다. 공부 안해서 다음으로 미룰까 하다가 시험 보게 되었는데요. 역시 퇴태성 선생님께 감사드립니다. ,교과지도,"75,000원",전체대상,1
최민준&김택수의 위대한 녀석들,15차시,2024-01-03,4,아이들의 마음 읽기,"다양한 아이들이 함께하는 교실에서 아이들의 마음을 이해하는 것이 가장 어렵다._x000D_
이 어려운 아이들의 마음 읽기에 도움 되는 연수",생활지도,"40,000원",유초등,0
수업이 막막할 땐 성공 보장 수업 스킬,30차시,2024-01-29,5,역시 행복한 김선생님!!!,"랜선 동학년으로 항상 감사하고 존경하는 행복한 김선생님께서 연수를 개설하셨다는 소식에 방학을 맞아 신나게 연수를 들었습니다^^_x000D_
_x000D_
수업에 대한 고민들을 척척 해결해주시는 느낌의 연수였어요. 수업의 원칙, 온라인 도구, 보드게임, 놀이 활동 등 실제 수업 장면과 다양한 사례들도 알려주셔서 바로 적용할 수 있을 것 같아요! 수업에 대한 고민이 있는 선생님들이시라면 꼭 들어보세요!_x000D_
_x000D_
교재로 책도 구입할 수 있어 저는 함께 결제했습니다. 수업 계획할 때, 옆에 두고 보려고요^^ 좋은 연수 감사합니다~",학습지도,"85,000원",유초등,1
"학습격차, 차이를 넘어 함께 성장하기",15차시,2024-02-10,5,교사의 필수 연수 입니다. 강력추천합니다. ,교사의 필수 연수 입니다. 강력추천합니다. ,학습지도,"40,000원",유초등,1
"참쌤스쿨 그림교실, 교사가 최고의 콘텐츠다",15차시,2024-04-25,5,그림을 잘 못그려도 현장에 적용할 수 있을 것 같아요.,그림을 잘 그리지는 못해도 자료를 활용하여 수업할 수 있는 좋은 팁들을 현장 샘들이 알려주셔서 좋았어요. 수업 시간에도 꼭 적용해 볼게요.,학습지도,"35,000원",유초등,1
해커스톡 영어회화 10분의 기적 - 아는 단어로 말하기,30차시,2024-03-25,5,해커스톡 좋아요 ㅎ,"학창시절 공부했던 _x000D_
해커스톡 ㅎㅎ_x000D_
지금도 보니 반갑네요 ~~_x000D_
영어는 배워도 입을 열어서 말하는 게 참 어렵네요 ㅎㅎ",어학,"75,000원",전체대상,1
"탤짱쌤의 컴퓨터 활용 꼼수, 이제 나도 스마트",15차시,2024-02-04,5,나를 위해 울어줄 수 있는 연수,도움이 되었습니다. 추천합니다. ,ICT,"40,000원",전체대상,1
조병영의 문해력 수업,30차시,2024-06-04,4,문해력수업 후기,문해력의 중요성에 대해 알 수 있었습니다.,학습지도,"75,000원",전체대상,0
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2023-12-13,5,IB교육,IB교육에 대해 알아가기 위한 연수로 아주 좋습니다. ,학습지도,"50,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-03-15,5,편견 극복,"장애인을 바라보는 편견을 극복할 수 있는 좋은 기회가 되었고, 통합학급 운영에도 교사의 마인드를 새롭게 하는 계기가 되었습니다. 덕분에 감사했습니다. 행복하소서 ~~~~^^*",생활지도,"75,000원",전체대상,1
[집밥 한 끼] 맛있는 다이어트 + 건강한 밥상,15차시,2023-12-15,5,재밌게 들었어요.,"다양한 직무연수가 생기니 좋네요. 부담없이 들으면서도 실생활과 실과시간에 활용할 수 있는 다양한 요리방법을 알게되었습니다_x000D_
",자기계발,"40,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2023-12-14,5,구글 입문자용으로 좋아요.,구글에 대한 다양한 활용법을 쉽게 알려 주셔서 많은 도움이 되었습니다. 강추합니다.,ICT,"40,000원",전체대상,1
알아두면 쓸모있는 교직실무,60차시,2024-02-17,5,유익한 연수 잘 들었습니다. ,유익한 연수 잘 들었습니다. 자세한 설명 좋았습니다. ,자기계발,"130,000원",전체대상,1
여행과 문화로 배우는 맛있는 스쿨 - 일본어 편,15차시,2024-06-03,5,처음 시작하는 일본어,"자세한 설명과 예문으로 이해하기 쉽게 되어있어_x000D_
15차시 동안 재미있게 공부했어요._x000D_
다시 듣기로 반복해야겠어요.",어학,"40,000원",전체대상,1
미래 인재를 위한 디지털 리터러시,15차시,2023-12-14,4,미래 인재를 위한 필수 연수,화두가 되는 주제라 연수를 신청하게 되었는데... 세세한 예시와 ㅣ수업 내용은 좋았어요,학습지도,"50,000원",전체대상,0
"힐링여행, 유네스코 세계문화유산을 찾아서",60차시,2024-02-17,5,여행의 추억이 되살아 나는 연수,"개인적으로 보통 4학점 연수를 신청하면 60차시 연수 수강에 진도에 대한 부담감으로 중간에 포기한 적이 2~3번 있었습니다.. 하지만 이번 힐링여행, 유네스코 세계문화유산을 찾아서 연수는 재미있게 듣느라 1주일만에 60차시를 다 끝냈습니다.. 그리고 무엇보다 좋았던 것은 가족과 함께 여행했던 나라들의 문화재와 유적지를 영상으로 다시 보면서 여행 때의 추억을 되살릴 수 있었습니다. 그리고 가지 못한 곳에 대한 여행 욕구도 대신 해소할 수 있었습니다. 많은 분에게 유익한 연수라고 추천합니다.",자기계발,"130,000원",전체대상,1
하지현의 감정수업,30차시,2023-12-29,5,추천합니다.,유익한 연수에요. 추천합니다.,생활지도,"85,000원",전체대상,1
현지 영상으로 배우는 일본어 첫걸음,30차시,2023-12-29,5,알차고 재미있는 일본어 연수. 후속 시리즈 꼭 내주시길 부탁드립니다.,"연수 내용이 정말 알차고 재미있으며, 현지인의 발음으로 패턴을 복습할 수 있어 좋았습니다. 연수 내내 강사님의 강의 실력이 너무 좋으셔서 감탄하면서 시청했습니다. 내년에도 이 시리즈를 시청하면서 공부하기를 희망합니다. 이 일본어 연수 시리즈를 계속 내주시길 부탁드립니다.",어학,"75,000원",전체대상,1
"미래인재의 역량을 키운다, 미래교육 20분",30차시,2024-06-13,5,배움이 있는 수업,생각했던 미래교육 뿐 아니라 다양한 분야의 미래교육을 접할 수 있었다.,자기계발,"75,000원",전체대상,1
아이들의 내면이 단단해지는 격려수업,15차시,2024-05-20,4,격려,"다양한 활동으로 구성되어 있다._x000D_
나는 교사라는 이유로 다른 사람을 격려하고 이해하는 활동들을 많이 한다._x000D_
이 연수를 들으면서 무엇보다 먼저 나를 격려하고 이해할 수 있는 활동을 해보게 되어 의미있었다.",생활지도,"50,000원",전체대상,0
ON! 일상을 그린 반려식물 가이드,15차시,2024-06-04,5,식집사 되기,"반려식물을 티우면서 식집사로 자리매김하는 중에 이 연수를 접했다. 강의를 듣고 나니 이런 저런 식물들에 대해 관심이 더 생겼고 교실에서 키워보고 싶은 것들이 늘어난다. 하지만 현실은 아직, 키우다 죽이는 것들이 많아서 어렵다. ",자기계발,"40,000원",전체대상,1
부자 교사의 재테크,15차시,2024-05-27,5,사회 초년생 선생님들에게 적극 추천합니다.,"  주식과 아파트, 연금 등 재테크를 위한 다양한 영역에 대한 이야기를 다루고 있습니다. 사회 초년생 선생님들께서 연수를 들으신다면 각 영역에 대한 대략적인 개념과 정리를 가지고 사회에 발을 디딜 수 있을 것으로 기대됩니다._x000D_
 ",자기계발,"50,000원",전체대상,1
몸과 마음을 살리는 치유상담의 비밀,30차시,2024-05-29,5,연수 잘 들었습니다.,교재를 보며 열심히 연수 잘 들었습니다. 학생 상담에 도움이 많이 될 것 같습니다.,생활지도,"65,000원",전체대상,1
